Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
6,2,3,19.76,1,0,4.04667E+18,35.85,13544187,34110,1,13,20120623,amazon.com,"MELITTA EUROPEAN ROAST EXTRA DARK GROUND COFFEE, 10.5-OUNCE CANS (PACK OF 4) N/A",1,99,9.18983E+13,18:51:12,0,11
3,5,2,0.99,1,0,4.04667E+18,5.47,54590783,44132,1,13,20121011,amazon.com,CANDY SHOP NICETY  KINDLE STORE N/A,2,99,8558678588,0:09:19,0,6
7,4,1,6.99,1,1,4.04667E+18,57.21,70630306,7747,1,13,20120506,amazon.com,FAITH LIKE POTATOES N/A,1,99,7.68865E+13,0:00:10,0,8
5,1,1,19.5,1,0,4.04667E+18,23.47,70790120,18034,2,13,20120217,amazon.com,WITHOUT LIMITS N/A,1,99,7.4144E+13,22:12:50,0,8
7,2,3,28.54,1,1,4.04667E+18,28.54,71251692,32780,1,13,20120222,amazon.com,DENIS WICK STRAIGHT MUTE FOR TRUMPET OR CORNET N/A,3,99,7.45296E+13,2:59:42,0,9
4,1,2,149,1,0,4.04667E+18,154.65,74344904,45331,1,13,20120614,amazon.com,"WARING PDM101 DRINK MIXER, QUITE WHITE N/A",1,99,1.02676E+14,17:30:20,1,1
4,1,2,149,1,0,4.04667E+18,183.9,74344904,45331,1,13,20120727,amazon.com,"WARING PDM121 DRINK MIXER, EBONY N/A",1,99,1.06169E+14,10:54:17,1,1
7,3,2,36.99,1,1,4.04667E+18,101.2,75448319,60190,1,13,20120530,amazon.com,WOLFGANG PUCK HAWAIIAN HAZELNUT & VANILLA FRANCAISE FLAVORED VARIETY PACK 48 K-CUPS FOR KEURIG BREWERS N/A,1,99,7.98236E+13,15:11:15,0,9
7,3,2,23.97,1,1,4.04667E+18,101.2,75448319,60190,1,13,20120530,amazon.com,"MILLSTONE COFFEE, BREAKFAST BLEND,  K-CUP PORTION PACK FOR KEURIG K-CUP BREWERS, 12-COUNT (PACK OF 3) N/A",1,99,7.98236E+13,15:11:15,0,9
7,3,2,28.25,1,1,4.04667E+18,101.2,75448319,60190,1,13,20120530,amazon.com,"TULLY'S COFFEE KONA BLEND EXTRA-BOLD, 18-COUNT K-CUPS FOR KEURIG BREWERS (PACK OF 2) N/A",1,99,7.98236E+13,15:11:15,0,9
7,3,2,4.79,1,1,4.04667E+18,44.23,75448319,60190,1,13,20120728,amazon.com,SEA BREEZE ASTRINGENT 12 OZ. N/A,1,99,9.97834E+13,17:07:45,0,9
3,5,3,12.99,1,1,4.04667E+18,34.67,75885956,42728,1,13,20120321,amazon.com,HELLO KITTY BOW TIE SUNGLASSES (BLACK) N/A,1,99,7.7474E+13,0:52:45,1,1
5,2,3,17.99,1,0,4.04667E+18,26.25,77955726,34602,1,13,20120511,amazon.com,APPLE MINI DISPLAYPORT TO DVI ADAPTER MB570Z/A N/A,1,99,7.6736E+13,18:45:10,0,8
4,4,3,54.95,1,1,4.04667E+18,61.95,79301607,24293,1,13,20120722,amazon.com,"MYOTEIN - WHEY PROTEIN HYDROLYSATE, WHEY-PROTEIN CONCENTRATE, WHEY PROTEIN ISOLATE, MICELLAR CASEIN N/A",1,99,9.92596E+13,4:33:51,0,5
5,3,1,49.95,1,0,4.04667E+18,57.89,79888234,15857,1,13,20120423,amazon.com,"YONANAS 902 ICE CREAM TREAT MAKER, BLACK/SILVER N/A",1,99,7.90421E+13,17:18:45,0,11
2,2,3,3.38,1,1,4.04667E+18,101.31,80315246,71040,1,13,20120929,amazon.com,RUBBERIZED HOT PINK BLACK LEOPARD SNAP ON DESIGN CASE HARD CASE SKIN COVER FACEPLATE FOR MOTOROLA DROID X MB810 & DROID X2 MB870 VERIZON N/A,1,99,1.19489E+11,18:44:09,0,1
5,1,4,4.99,1,0,4.04667E+18,9.47,80657427,92656,1,13,20120818,amazon.com,"READY FOR LOVE (THE MCCARTHYS OF GANSETT ISLAND,BOOK 3) MARIE FORCE  KINDLE STORE N/A",1,99,1.01626E+14,20:45:40,0,6
7,2,1,12.88,1,0,4.04667E+18,38.75,81095251,10003,1,13,20121117,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD BROCCOLI, PEARS PLUS PEAS (4 PLUS MONTHS), 3.5 OUNCE POUCHES (PACK OF 7) N/A",1,99,1.00652E+11,0:56:35,0,4
7,2,1,12.99,1,0,4.04667E+18,38.75,81095251,10003,1,13,20121117,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD SPINACH, APPLE AND RUTABAGA, 3.5 OUNCE POUCHES (PACK OF 7) N/A",1,99,1.00652E+11,0:56:35,0,4
7,2,1,12.88,1,0,4.04667E+18,38.75,81095251,10003,1,13,20121117,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD, SWEET POTATOES, PUMPKIN, APPLES PLUS BLUEBERRIES (4 PLUS MONTHS), 3.5 OUNCE POUCHES (PACK OF 7) N/A",1,99,1.00652E+11,0:56:35,0,4
7,2,1,13.79,1,0,4.04667E+18,44.48,81095251,10003,1,13,20120720,amazon.com,"SKIP HOP ZOO LUNCHIE INSULATED LUNCH BAG, BEE N/A",1,99,1.06699E+14,2:28:50,0,4
7,2,1,15.98,1,0,4.04667E+18,27.46,81095251,10003,2,13,20121119,amazon.com,SKIPPY REDUCED FAT CREAMY PEANUT BUTTER SPREAD 16.3 OZ N/A,1,99,1.14495E+11,1:39:21,0,4
7,2,1,12.6,1,0,4.04667E+18,35.21,81095251,10003,1,13,20120512,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD, SWEET POTATOES, PUMPKIN, APPLES + BLUEBERRIES (4+MONTHS), 3.5-OUNCE POUCHES (PACK OF 7) N/A",1,99,7.55539E+13,21:49:51,0,4
7,2,1,10.01,1,0,4.04667E+18,35.21,81095251,10003,1,13,20120512,amazon.com,"ELLA'S KITCHEN ORGANIC SMOOTHIE FRUITS, THE RED ONE, 3-OUNCE POUCHES (PACK OF  7) N/A",1,99,7.55539E+13,21:49:51,0,4
7,2,1,12.6,1,0,4.04667E+18,35.21,81095251,10003,1,13,20120512,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD BROCCOLI, PEARS + PEAS (4+MONTHS), 3.5-OUNCE POUCHES (PACK OF 7) N/A",1,99,7.55539E+13,21:49:51,0,4
7,2,1,67.96,1,0,4.04667E+18,78.95,81095251,10003,2,13,20120303,amazon.com,"ENFAMIL PREMIUM INFANT FORMULA REFILL BOX, FOR BABIES 0-12 MONTHS, 35-OUNCE N/A",1,99,7.5867E+13,19:07:41,0,4
7,2,1,12.99,1,0,4.04667E+18,50.44,81095251,10003,1,13,20120722,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD SPINACH, APPLE AND RUTABAGA, 3.5-OUNCE POUCHES (PACK OF 7) N/A",1,99,9.92693E+13,20:50:10,0,4
7,2,1,12.74,1,0,4.04667E+18,50.44,81095251,10003,1,13,20120722,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD, SWEET POTATOES, PUMPKIN, APPLES + BLUEBERRIES (4+MONTHS), 3.5-OUNCE POUCHES (PACK OF 7) N/A",1,99,9.92693E+13,20:50:10,0,4
7,2,1,12.74,1,0,4.04667E+18,50.44,81095251,10003,1,13,20120722,amazon.com,"ELLA'S KITCHEN ORGANIC BABY FOOD BROCCOLI, PEARS + PEAS (4+MONTHS), 3.5-OUNCE POUCHES (PACK OF 7) N/A",1,99,9.92693E+13,20:50:10,0,4
4,3,1,38.31,1,1,4.04667E+18,42.3,81398296,18901,1,13,20121012,amazon.com,"NISSUI CAN SANMA PIKE KOMBU MAKI, 3.52 OUNCE (PACK OF 30) N/A",1,99,1.157E+11,12:11:34,0,5
7,5,2,0.89,1,1,4.04667E+18,7.88,83375641,43015,1,13,20120118,amazon.com,LINK DEPOT HDMI TO HDMI CABLE (15 FEET) N/A,1,99,7.52867E+13,1:54:14,0,7
