Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
5,5,4,50,1,1,4.04667E+18,50,67511189,92019,1,59,20121206,amazon.com,AMAZON.COM GIFT CARD BOX  - $50 (BIRTHDAY DESIGN) N/A,1,99,26516460148,16:04:08,0,5
5,5,4,20,1,1,4.04667E+18,20,67511189,92019,1,59,20120505,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.64191E+13,16:42:34,0,5
4,3,3,110,1,1,4.04667E+18,110,85705266,33040,1,59,20120210,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.31518E+13,21:06:14,0,8
4,3,3,40,1,1,4.04667E+18,40,85705266,33040,1,59,20120207,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.43347E+13,22:23:51,0,8
6,1,4,50,1,0,4.04667E+18,50,86074616,96002,1,59,20121217,amazon.com,AMAZON.COM $50 GIFT CARD WITH GIFT BOX (HOLIDAY DESIGN) N/A,1,99,1.64055E+11,21:49:30,0,11
3,1,2,30,1,0,4.04667E+18,58.14,86933091,46617,1,59,20120212,amazon.com,AMAZON.COM GIFT CARD - $30 (WINTER DESIGN) N/A,1,99,7.51469E+13,19:36:59,0,11
6,4,4,50,1,0,4.04667E+18,283.93,88308193,92117,1,59,20121212,amazon.com,AMAZON.COM $50 GIFT CARD WITH GIFT BOX (HOLIDAY DESIGN) N/A,1,99,1.89356E+11,1:12:23,0,7
5,4,4,35,1,1,4.04667E+18,35,90467809,91702,1,59,20120830,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.15575E+14,2:53:23,0,9
5,3,2,25,1,1,4.04667E+18,25,90830623,63090,1,59,20120616,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,9.5406E+13,15:34:37,0,3
6,3,3,24.12,1,1,4.04667E+18,66.21,91223184,21144,3,59,20120130,amazon.com,"SANDISK 16GB MICROSDHC MEMORY CARD, CLASS 4 N/A",5,99,7.37767E+13,20:19:53,1,2
5,5,1,22.41,1,1,4.04667E+18,25.37,91269745,7420,1,59,20121022,amazon.com,TEEN TITAN ROBIN COSTUME BOY - CHILD LARGE 12-14 N/A,1,99,2.76013E+11,20:41:01,0,7
3,2,2,25,1,1,4.04667E+18,25,91606670,48661,1,59,20120712,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.08505E+14,12:48:14,0,11
3,2,2,25,1,1,4.04667E+18,25,91606670,48661,1,59,20120712,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.08505E+14,3:26:10,0,11
3,2,2,50,0,1,4.04667E+18,50,92103095,43136,1,59,20120110,amazon.com,AMAZON.COM GIFT CARD - $50 (BIRTHDAY BIRDS DESIGN) N/A,1,99,7.28339E+13,16:54:47,0,11
3,5,3,35,1,1,4.04667E+18,35,92116552,30238,1,59,20120819,amazon.com,AMAZON.COM GIFT CARD N/A,3,99,1.01975E+14,21:33:00,0,7
4,5,2,15,1,1,4.04667E+18,17.99,92206964,55060,1,59,20120408,amazon.com,ITUNES GIFT CARD N/A,1,99,7.37871E+13,19:02:03,0,3
1,1,4,45,1,0,4.04667E+18,45,92396418,90680,1,59,20121204,amazon.com,AMAZON.COM $15 GIFT CARDS - 3-PACK - (HOLIDAY DESIGN) N/A,3,99,2.68532E+11,5:58:25,0,5
3,2,3,100,1,0,4.04667E+18,130.14,92564783,32162,2,59,20121129,amazon.com,AMAZON.COM KINDLE GIFT CARD - $50 N/A,1,99,2.84472E+11,19:43:34,0,11
7,4,2,40,1,0,4.04667E+18,67.47,93225825,54618,1,59,20121220,amazon.com,AMAZON.COM GIFT CARD - $40A  (CHRISTMAS TREE DESIGN) N/A,1,99,2.56318E+11,3:11:39,0,6
4,3,2,100,1,1,4.04667E+18,100,93309916,58601,1,59,20121212,amazon.com,AMAZON.COM GIFT CARD - $100A  (CHRISTMAS TREE DESIGN) N/A,1,99,2.73319E+11,23:23:49,0,8
6,6,4,25,1,1,4.04667E+18,25,93429218,95035,1,59,20120729,amazon.com,AMAZON.COM GIFT CARD N/A,3,99,1.00577E+14,2:45:34,0,6
4,1,3,30,1,0,4.04667E+18,30,93542115,30044,1,59,20120224,amazon.com,AMAZON.COM KINDLE GIFT CARD - $30 N/A,1,99,7.43223E+13,21:26:18,0,11
7,4,2,7.99,1,1,4.04667E+18,7.99,93554643,60626,1,59,20121006,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,3.29803E+11,21:34:41,0,6
7,2,3,25,1,0,4.04667E+18,83.82,93721683,20176,1,59,20121207,amazon.com,AMAZON.COM KINDLE GIFT CARD - $25 N/A,1,99,2.79249E+11,2:32:24,0,11
7,5,2,50,1,0,4.04667E+18,50,93910475,63131,1,59,20121224,amazon.com,AMAZON.COM GIFT CARD - $50 (SNOWBOARDING SNOWMAN DESIGN) N/A,1,99,2.28144E+11,18:34:06,0,2
6,3,3,25,1,1,4.04667E+18,126.5,93912404,30096,1,59,20121203,amazon.com,AMAZON.COM GIFT CARD - $25A  (CHRISTMAS TREE DESIGN) N/A,2,99,3.12809E+11,3:50:48,0,7
6,3,3,50,1,1,4.04667E+18,77.97,94073742,77575,1,59,20121205,amazon.com,AMAZON.COM GIFT CARD - $50 (SANTA DESIGN) N/A,1,99,3.01538E+11,2:21:48,0,7
6,5,1,20,1,1,4.04667E+18,36.31,94363988,2779,1,59,20121208,amazon.com,AMAZON.COM GIFT CARD - $20 (SNOWBOARDING SNOWMAN DESIGN) N/A,1,99,2.93462E+11,15:19:29,0,11
7,3,1,250,1,1,4.04667E+18,250,94444183,84047,1,59,20120302,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.61679E+13,6:56:34,0,2
6,2,2,14.11,1,0,4.04667E+18,26.09,94566168,48180,1,59,20120702,amazon.com,TUESDAY'S CHILD N/A,1,99,1.04962E+14,0:39:12,0,11
6,3,1,75,1,0,4.04667E+18,101.92,94566852,46038,1,59,20121015,amazon.com,AMAZON.COM GIFT CARD - $75 (BIRTHDAY BALLOONS DESIGN) N/A,5,99,3.63489E+11,17:43:13,0,11
6,1,1,50,1,0,4.04667E+18,82.98,94954960,11727,1,59,20121216,amazon.com,AMAZON.COM $50 GIFT CARD WITH GIFT BOX (HOLIDAY DESIGN) N/A,1,99,2.99452E+11,17:44:31,0,10
6,4,3,50,1,1,4.04667E+18,50,95014887,30030,1,59,20121209,amazon.com,AMAZON.COM GIFT CARD - $50A  (CHRISTMAS TREE DESIGN) N/A,5,99,3.20298E+11,19:44:04,0,5
2,2,2,50,1,1,4.04667E+18,50,95062864,46041,1,59,20121208,amazon.com,AMAZON.COM GIFT CARD - $50 (SANTA DESIGN) N/A,1,99,2.96094E+11,16:36:54,0,11
5,3,1,50,1,0,4.04667E+18,50,95166243,1907,1,59,20120513,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.66295E+13,3:17:00,0,8
3,3,4,14.58,0,1,4.04667E+18,36.97,95592336,92086,2,59,20121001,amazon.com,LIVE LADYBUGS - HIRT'S GARDENS - APPROXIMATELY 1500 N/A,1,99,4.06744E+11,14:05:28,0,10
6,3,4,19.96,1,0,4.04667E+18,20.07,95711238,99336,1,59,20121207,amazon.com,XBOX 360 LIVE 1600 POINTS N/A,1,99,3.38516E+11,0:47:51,0,8
5,2,3,15.76,1,1,4.04667E+18,15.76,96136205,20910,1,59,20120227,amazon.com,THE STRANGER'S CHILD N/A,1,99,7.45798E+13,21:01:37,0,8
1,3,1,25,1,0,4.04667E+18,25,96253199,16801,1,59,20120831,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.12852E+14,19:31:16,0,9
3,1,3,6.72,1,0,4.04667E+18,20.12,96319765,21229,1,59,20121005,amazon.com,UPTOWN FESTIVAL/DISCO GARDENS N/A,1,99,4.24028E+11,2:56:05,0,11
7,4,2,50,1,1,4.04667E+18,50,96407536,44116,1,59,20121015,amazon.com,AMAZON.COM GIFT CARD - $50 (BIRTHDAY BALLOONS DESIGN) N/A,1,99,4.27347E+11,0:38:39,0,8
6,5,4,14.44,1,1,4.04667E+18,74.46,96424316,94014,1,59,20120101,amazon.com,"NONNI'S CIOCCOLATI BISCOTTI, INDIVIDUALLY WRAPPED (PACK OF 25) N/A",3,99,6.01849E+13,4:50:39,0,5
6,5,4,2.19,1,1,4.04667E+18,54.54,96424316,94014,1,59,20120317,amazon.com,PURELL SANITIZING HAND WIPES INDIVIDUALLY WRAPPED 100-CT. BOX N/A,3,99,7.51142E+13,15:10:47,0,5
6,5,4,4.88,1,1,4.04667E+18,131.96,96424316,94014,1,59,20120311,amazon.com,PURELL SANITIZING HAND WIPES INDIVIDUALLY WRAPPED 100-CT. BOX N/A,3,99,7.63021E+13,21:50:16,0,5
3,2,4,45.56,1,1,4.04667E+18,157.18,96742478,92115,1,59,20120706,amazon.com,MD FORMULATIONS CONTINUOUS RENEWAL SERUM N/A,1,99,1.03418E+14,16:08:32,0,4
4,5,3,22.82,1,1,4.04667E+18,41.15,97107527,21009,1,59,20120317,amazon.com,COLD STEEL TRUE FLIGHT THROWER PARACORD WRAPPED HANDLE (SHEATH) N/A,1,99,7.51665E+13,6:52:24,0,7
7,4,1,50,1,1,4.04667E+18,50,97169742,1581,1,59,20120921,amazon.com,AMAZON.COM GIFT CARD N/A,3,99,4.88173E+11,22:06:41,0,7
4,5,2,44.99,1,1,4.04667E+18,44.99,97172527,52302,1,59,20121214,amazon.com,XBOX LIVE 12 MONTH GOLD MEMBERSHIP N/A,1,99,3.59647E+11,19:04:57,0,10
3,2,4,20,1,1,4.04667E+18,20,97303658,92704,1,59,20120102,amazon.com,AMAZON.COM GIFT CARD N/A,5,99,7.21436E+13,22:42:31,1,7
6,3,3,50,1,0,4.04667E+18,50,97469447,34112,1,59,20121221,amazon.com,AMAZON.COM $50 GIFT CARD WITH GIFT BOX (HOLIDAY DESIGN) N/A,1,99,3.52564E+11,0:26:18,1,6
3,2,3,50,1,0,4.04667E+18,50,97474978,40228,1,59,20121130,amazon.com,AMAZON.COM KINDLE GIFT CARD - $50 N/A,1,99,4.04829E+11,2:30:49,0,11
7,4,2,20,1,1,4.04667E+18,446.14,97545408,48306,1,59,20121227,amazon.com,AMAZON.COM GIFT CARD - $20 (SNOWBOARDING SNOWMAN DESIGN) N/A,1,99,3.69761E+11,3:35:07,0,9
6,2,1,100,1,1,4.04667E+18,100,97779679,10598,1,59,20120508,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,8.04395E+13,15:10:13,0,11
6,2,1,100,1,1,4.04667E+18,100,97779679,10598,1,59,20120405,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,8.09121E+13,19:52:35,0,11
1,2,4,100,1,1,4.04667E+18,100,97793156,94804,1,59,20120614,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.03313E+14,2:17:28,0,4
7,2,2,30,1,1,4.04667E+18,30,98022692,60110,1,59,20120713,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.06374E+14,2:58:36,0,3
7,2,2,30,1,1,4.04667E+18,30,98022692,60110,1,59,20120712,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.08794E+14,2:54:45,0,3
6,2,3,20,1,1,4.04667E+18,20,98122199,34209,1,59,20120223,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.54524E+13,16:49:28,0,5
7,4,3,25,1,0,4.04667E+18,50,98135751,22903,1,59,20121217,amazon.com,AMAZON.COM GIFT CARD - $25A  (CHRISTMAS TREE DESIGN) N/A,1,99,4.26821E+11,19:06:59,0,5
7,4,3,25,1,0,4.04667E+18,50,98135751,22903,1,59,20121217,amazon.com,AMAZON.COM GIFT CARD - $25 (SNOWBOARDING SNOWMAN DESIGN) N/A,1,99,4.26821E+11,19:06:59,0,5
4,4,1,4.93,1,1,4.04667E+18,24.92,98387553,19082,1,59,20120207,amazon.com,PINK AFRO WIG - ADULT STD. N/A,1,99,7.51732E+13,21:41:43,0,8
1,3,3,40,1,1,4.04667E+18,40,98519740,78645,1,59,20120708,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,9.82188E+13,2:42:04,0,5
3,2,3,25,1,1,4.04667E+18,25,98531461,31313,1,59,20120215,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,7.55047E+13,0:48:45,0,5
1,2,3,75,1,0,4.04667E+18,75,98623439,23072,1,59,20121021,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,4.85967E+11,0:14:09,0,10
5,2,1,50,1,1,4.04667E+18,64.35,99027129,13815,1,59,20120714,amazon.com,AMAZON.COM GIFT CARD - $50 (BIRTHDAY BALLOONS DESIGN) N/A,1,99,9.98994E+13,22:39:45,0,9
1,4,3,4.7,1,1,4.04667E+18,15.3,99075861,34475,1,59,20120401,amazon.com,"SANDISK 16GB MICROSDHC MEMORY CARD, CLASS 4 N/A",2,99,7.81302E+13,14:45:26,0,11
5,6,4,7.4,1,1,4.04667E+18,11.88,99124874,91780,1,59,20121014,amazon.com,"SANDISK 16GB MICROSDHC MEMORY CARD, CLASS 4 COMPUTERS & ACCESSORIES N/A",3,99,5.46047E+11,5:09:27,0,9
4,2,2,25,1,1,4.04667E+18,25,99134875,49017,1,59,20120628,amazon.com,AMAZON.COM GIFT CARD N/A,1,99,1.01429E+14,0:47:01,0,9
5,3,3,7.49,1,1,4.04667E+18,11.97,99183410,40324,1,59,20121209,amazon.com,CHRISTMAS ROSES AMANDA CABOT  KINDLE STORE N/A,1,99,4.58345E+11,2:18:53,0,11
