Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
6,2,3,75.99,1,0,4.04667E+18,143.43,13544187,34110,1,39,20120320,amazon.com,"FURINNO HIDUP MID BACK FABRIC COMPUTER WORK OFFICE POSTURE TASK CHAIR, WA-213 N/A",1,99,7.74458E+13,7:50:08,0,11
3,4,3,93.79,1,1,4.04667E+18,2143.2,85184297,24368,1,39,20120505,amazon.com,BLACK RETRODUO PORTABLE SYSTEM [RETROBIT] N/A,3,99,7.6626E+13,19:48:54,0,5
5,4,1,211.5,1,1,4.04667E+18,429.05,90607095,10036,1,39,20120503,amazon.com,OXBLOOD VINYL BOSS OFFICE PRODUCTS TRADITIONAL SERIES OFFICE CHAIR N/A,3,99,7.88832E+13,7:44:54,0,10
5,4,2,107.65,1,1,4.04667E+18,200.61,92337650,48133,1,39,20120928,amazon.com,"TIMBERLAND PRO MEN'S 52562 ENDURANCE 6\\1 PR WORK BOOT,BRIAR,13 M N/A",1,99,3.28508E+11,8:06:49,0,11
5,4,2,101.97,1,1,4.04667E+18,456.33,92337650,48133,1,39,20120314,amazon.com,"TIMBERLAND PRO MEN'S 52562 ENDURANCE 6\\1 PR WORK BOOT,BRIAR,13 M N/A",1,99,7.78512E+13,17:11:08,0,11
7,3,1,59.99,1,0,4.04667E+18,96.88,96027067,18020,1,39,20121127,amazon.com,2 IN 1 CONVERTIBLE WOODEN CHAIR (SPACE SAVING OAK CHAIR AND 4 STEP STOOL!) N/A,1,99,3.62395E+11,2:31:41,0,10
1,4,4,62.5,1,0,4.04667E+18,178.3,96406352,80219,1,39,20120119,amazon.com,SUCCESSFUL WRITING AT WORK N/A,1,99,7.46013E+13,17:32:54,0,6
7,4,2,291.84,1,1,4.04667E+18,349.23,98223123,55416,1,39,20120422,amazon.com,TECHNI MOBILI L-SHAPED GLASS DESK WITH CHROME FRAME IN BLACK N/A,1,99,7.82021E+13,18:42:16,0,9
3,2,1,7.95,1,0,4.04667E+18,20.83,98469886,1603,1,39,20120802,amazon.com,UNIVERSAL TYPEWRITER RIBBON TWIN SPOOL BLACK 1/2\\1 CLOTH. N/A,1,99,1.11209E+14,22:53:52,0,9
1,3,1,167.2,1,0,4.04667E+18,417.2,98966640,10472,1,39,20120301,amazon.com,"AVANITY CONTEMPO-M30-BK CONTEMPO 30-INCH MIRROR, BLACK N/A",1,99,7.73291E+13,13:08:59,1,11
6,4,1,152.69,1,1,4.04667E+18,202.5,99581565,8520,1,39,20120902,amazon.com,"WALKER EDISON SORENO 3-PIECE CORNER DESK, BLACK WITH BLACK GLASS N/A",3,99,5.94238E+11,2:50:43,0,9
