Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
2,2,3,4.76,1,1,4.04667E+18,9.88,61992820,28269,1,33,20120911,amazon.com,3D HELLO KITTY PINK RIBBON CASE/COVER/PROTECTOR FITS ALL MODELS OF IPHONE 4 & 4S N/A,1,99,16940798494,2:35:48,0,6
2,2,3,0.58,1,1,4.04667E+18,9.88,61992820,28269,1,33,20120911,amazon.com,"IPHONE 4 / 4S ANTI-GLARE, ANTI-SCRATCH, ANTI-FINGERPRINT - MATTE FINISHING SCREEN PROTECTOR N/A",1,99,16940798494,2:35:48,0,6
5,3,3,0.99,1,1,4.04667E+18,0.99,66038425,36083,1,33,20120702,amazon.com,"IPHONE 4 / 4S ANTI-GLARE, ANTI-SCRATCH, ANTI-FINGERPRINT - MATTE FINISHING SCREEN PROTECTOR N/A",2,99,1.04498E+14,20:28:25,0,4
5,3,3,15.99,1,1,4.04667E+18,29.23,66038425,36083,1,33,20121006,amazon.com,OTTERBOX COMMUTER SERIES HYBRID CASE FOR IPHONE 4 & 4S  - RETAIL PACKAGING - DEEP TEAL/LIGHT TEAL N/A,2,99,29263991351,18:34:29,0,4
5,3,3,3.1,1,1,4.04667E+18,29.23,66038425,36083,1,33,20121006,amazon.com,"CAR CHARGER + WALL CHARGER + USB DATA CABLE FOR IPHONE 4 4S 3 3GS, IPOD, TOUCH, NANO, SHUFFLE , 3 IN 1 COMBO SET N/A",2,99,29263991351,18:34:29,0,4
5,3,3,3.23,1,1,4.04667E+18,10.92,66038425,36083,1,33,20120629,amazon.com,APPLE IPHONE 4/4S HYBRID CASE WITH KICKSTAND HOT PINK N/A,2,99,9.98978E+13,23:34:08,0,4
5,3,3,1.82,1,1,4.04667E+18,10.92,66038425,36083,1,33,20120629,amazon.com,LIGHT BLUE REPLICASE HARD CRYSTAL AIR JACKET CASE FOR AT&T IPHONE 4 4G 16GB 32GB GSM N/A,2,99,9.98978E+13,23:34:08,0,4
5,3,3,1.32,1,1,4.04667E+18,10.92,66038425,36083,1,33,20120629,amazon.com,INSASSY PINK/BLUE CASSETTE TAPE CASE / SKIN / COVER FOR APPLE IPHONE 4 /4G (AT AND T AND VERIZON) N/A,2,99,9.98978E+13,23:34:08,0,4
5,3,3,1.55,1,1,4.04667E+18,10.92,66038425,36083,1,33,20120629,amazon.com,"SNAP-ON CASE COMPATIBLE WITH APPLER IPHONER 4 AT&T, LIGHT PINK BLING N/A",2,99,9.98978E+13,23:34:08,0,4
5,3,3,0.96,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,HOT PINK/ SILVER VINES 2D TEXTURE FACEPLATE HARD PLASTIC PROTECTOR SNAP-ON COVER CASE FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.37,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,FOR NOKIA LUMIA 710 HOT PINK PURPLE FLOWERS & HEART HARD PLASTIC SNAP ON SHELL CASE COVER N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.82,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,BLUE VINE HARD PROTECTOR FACEPLATE COVER PHONE CASE FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.99,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,GREEN LILY HARD CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.01,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,EFORCITY 5 PACKS REUSABLE SCREEN PROTECTORS FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.4,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,CAR AUTO VEHICLE MICRO USB CHARGER FOR NOKIA LUMIA 710/NOKIA LUMIA 800/NOKIA LUMIA 900/NOKIA 1006/NOKIA 1606/NOKIA 2605 MIRAGE/NOKIA 2705 SHADE/NOKIA 3606/NOKIA 6205/NOKIA 6350/NOKIA MURAL 6750/NOKIA N/A,5,99,59260932641,14:23:38,1,5
5,3,3,1.24,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,COLORFUL ZEBRA 2D SILVER TEXTURE FACEPLATE HARD PLASTIC PROTECTOR SNAP-ON COVER CASE FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.83,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,ZEBRA DESIGN HARD PLASTIC PROTECTOR CASE COVER FOR NOKIA LUMIA 710 (T-MOBILE) N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.75,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,3X NOKIA LUMIA 710 PREMIUM INVISIBLE CLEAR LCD SCREEN PROTECTOR KIT (3 PIECE KIT) N/A,5,99,59260932641,14:23:38,1,5
5,3,3,1.09,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,BRIGHT RAINBOW ZEBRA STRIPES PROTECTOR CASE FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.53,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,WHITE HARD CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.21,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,IFASE BRAND NOKIA LUMIA 710 CELL PHONE SOLID DARK BLUE SILICON SKIN CASE N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.99,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,STEREO 3.5MM HANDS-FREE HEADSET MP3 - EARBUD - MUSIC - MIC FOR T-MOBILE NOKIA LUMIA 710 SABRE CELL PHONE N/A,5,99,59260932641,14:23:38,1,5
5,3,3,1.01,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,GREEN LILY PROTECTOR CASE FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.75,1,1,4.04667E+18,72.2,72128270,75227,1,33,20120914,amazon.com,NEON GREEN HARD CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,59260932641,14:23:38,1,5
5,3,3,0.01,1,1,4.04667E+18,32.4,72128270,75227,1,33,20120919,amazon.com,NEON GREEN SILICONE JELLY SKIN CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,60508213798,20:27:53,1,5
5,3,3,0.6,1,1,4.04667E+18,32.4,72128270,75227,1,33,20120919,amazon.com,WHITE S SHAPE TPU CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,60508213798,20:27:53,1,5
5,3,3,1.2,1,1,4.04667E+18,32.4,72128270,75227,1,33,20120919,amazon.com,BLUE VINE HARD PROTECTOR FACEPLATE COVER PHONE CASE FOR NOKIA LUMIA 710 N/A,5,99,60508213798,20:27:53,1,5
5,3,3,0.9,1,1,4.04667E+18,32.4,72128270,75227,1,33,20120919,amazon.com,GREEN LILY HARD CASE COVER FOR NOKIA LUMIA 710 N/A,5,99,60508213798,20:27:53,1,5
