Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
5,3,1,12.49,0,1,4.04667E+18,254.25,65517106,3038,1,19,20120502,amazon.com,FISHER-PRICE IMAGINEXT DC SUPER FRIENDS BATMOBILE WITH LIGHTS N/A,1,99,7.83745E+13,12:03:43,0,5
1,4,3,9.03,1,1,4.04667E+18,22.98,66599305,71112,1,19,20120614,amazon.com,RITEAV - SVGA MONITOR CABLE - 50 FT. N/A,5,99,1.0263E+14,2:00:53,1,3
7,2,3,4.97,1,1,4.04667E+18,53.08,79819376,76063,1,19,20121214,amazon.com,FISHER-PRICE LUV U ZOO ALLIGATOR TEETHER N/A,1,99,94010610300,15:25:04,1,4
7,4,1,9.47,1,1,4.04667E+18,110.18,79880794,4416,1,19,20121025,amazon.com,BEDTIME STORIES N/A,1,99,1.10315E+11,0:42:48,0,7
2,3,4,45.69,1,1,4.04667E+18,114.69,79999355,96818,1,19,20120607,amazon.com,"THE FIRST YEARS IGNITE STROLLER, CITY CHIC N/A",3,99,1.02818E+14,8:51:44,0,5
2,3,4,42.94,1,1,4.04667E+18,49.58,79999355,96818,1,19,20120102,amazon.com,THE FIRST YEARS EVERYWHERE GATE N/A,3,99,7.12034E+13,0:45:13,0,5
4,4,4,4.1,1,1,4.04667E+18,25.52,80366092,97101,1,19,20121229,amazon.com,SANTA BABY 2 N/A,1,99,73591427723,17:57:40,0,2
4,4,4,10.47,1,1,4.04667E+18,25.52,80366092,97101,1,19,20121229,amazon.com,SANTA BABY N/A,1,99,73591427723,17:57:40,0,2
7,2,1,47.19,1,0,4.04667E+18,51.18,81095251,10003,1,19,20121118,amazon.com,PAMPERS CRUISERS DIAPERS ECONOMY PACK PLUS SIZE 4 160 COUNT N/A,1,99,1.09926E+11,23:14:18,0,4
7,2,1,5.89,1,0,4.04667E+18,5.89,81095251,10003,1,19,20120128,amazon.com,KIDKUSION 4 PACK SMALL TODDLER CORNER KUSHIONS N/A,1,99,7.20059E+13,17:02:42,0,4
