Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
7,3,3,69,1,1,4.04667E+18,72.99,82850503,20677,1,35,20120106,amazon.com,RAZER NAGA SPECIAL EDITION - MOLTEN (RZ01-00280500-R3) N/A,3,99,7.07472E+13,6:21:26,0,8
2,3,4,79.97,1,1,4.04667E+18,524.05,91383016,98223,1,35,20121221,amazon.com,7\\1 ANDROID 4.0.3 TABLET PC MID CAPACITIVE SCREEN BOXCHIP A13 1.5GHZ 4GB WIFI N/A,1,99,2.0683E+11,1:57:00,0,9
2,3,4,79.96,1,1,4.04667E+18,84.44,91383016,98223,1,35,20121221,amazon.com,"7"" ANDROID 4.0.3 TABLET PC MID CAPACITIVE SCREEN BOXCHIP A13 1.5GHZ 4GB WIFI COMPUTERS & ACCESSORIES N/A",1,99,2.0683E+11,1:57:00,0,9
2,6,3,8.67,1,1,4.04667E+18,32.04,91661752,27563,1,35,20120526,amazon.com,6 PC THROWING KNIVES VARIETY RIDGE RUNNER LIGHTNING THROWERS 6 PC VARIETY N/A,5,99,7.29614E+13,1:24:54,1,1
3,4,2,8.99,1,1,4.04667E+18,13.48,92340917,48197,1,35,20120719,amazon.com,WINDOWS PASSWORD RESET FOR PC - LAPTOP RUNNING WINDOWS 7 / XP / VISTA / 98 (32BIT & 64BIT SYSTEMS) N/A,1,99,1.09734E+14,19:40:40,0,3
3,2,1,4.25,1,1,4.04667E+18,28.99,93853928,17315,1,35,20120314,amazon.com,HDE (TM) USB FINGER MOUSE OPTICAL LAPTOP NOTEBOOK PC 1200DPI N/A,1,99,7.795E+13,12:05:48,0,11
1,2,1,4.12,1,1,4.04667E+18,9.11,93903652,11206,1,35,20120525,amazon.com,BESTDEALUSA 20.0 M MEGA PIXEL USB 3 LED WEBCAM MIC PC LAPTOP CAMERA N/A,2,99,7.67236E+13,18:28:05,0,3
4,1,2,9.99,1,0,4.04667E+18,33.95,94760042,43206,1,35,20120914,amazon.com,GALAXY OF MAHJONGG N/A,1,99,3.95501E+11,13:51:27,0,11
2,1,1,17.49,1,0,4.04667E+18,96.63,94842543,10037,1,35,20120502,amazon.com,BALLISTIC SA0737-M005 CASE FOR SAMSUNG HERCULES AKA GALAXY S2 (SGH-T989) - 1 PACK - RETAIL PACKAGING - BLACK SILICONE/BLACK TPU/BLACK PC N/A,2,99,7.89855E+13,3:09:29,0,7
2,1,1,15.24,1,0,4.04667E+18,96.63,94842543,10037,1,35,20120502,amazon.com,BALLISTIC SA0737-M365 CASE FOR SAMSUNG HERCULES AKA GALAXY S2 (SGH-T989) - 1 PACK - RETAIL PACKAGING - BLACK SILICONE/BLACK TPU/PINK PC N/A,2,99,7.89855E+13,3:09:29,0,7
6,2,3,26,1,1,4.04667E+18,283.5,94964930,20110,1,35,20120219,amazon.com,SHIN MEGAMI TENSEI: PERSONA 4 N/A,1,99,7.18834E+13,5:52:07,0,8
6,2,3,19.6,1,1,4.04667E+18,38.17,94964930,20110,1,35,20120222,amazon.com,PLAYSTATION 2 DUALSHOCK CONTROLLER BLACK N/A,1,99,7.52885E+13,23:04:15,0,8
3,4,2,6.25,1,0,4.04667E+18,37.22,95411596,61801,1,35,20120912,amazon.com,GMYLE (TM) 2-PORT USB 2.0 PCMCIA CARDBUS PC CARD (FULLY INSIDE FOR NOTEBOOK) N/A,3,99,4.13045E+11,17:32:14,0,9
3,5,2,20.68,1,1,4.04667E+18,56.61,95870093,60120,1,35,20120220,amazon.com,BALLISTIC SA0737-M005 CASE FOR SAMSUNG HERCULES AKA GALAXY S2 (SGH-T989) - 1 PACK - RETAIL PACKAGING - BLACK SILICONE/BLACK TPU/BLACK PC N/A,3,99,7.49938E+13,2:38:39,0,9
3,2,2,54.12,1,0,4.04667E+18,318.82,96093294,61540,1,35,20121119,amazon.com,DIABLO III STANDARD EDITION N/A,1,99,3.77179E+11,15:17:35,0,11
6,3,3,6.5,1,1,4.04667E+18,312.57,96209925,21015,1,35,20121221,amazon.com,HDE USB MIDI CABLE CONVERTER PC TO MUSIC KEYBOAR N/A,1,99,3.2583E+11,5:34:10,0,7
1,4,4,13.33,1,1,4.04667E+18,35.03,96215896,89403,1,35,20120802,amazon.com,FLIGHT SIMULATOR N/A,1,99,1.1105E+14,15:18:03,0,3
4,5,3,34.95,1,0,4.04667E+18,78.93,97034814,29385,1,35,20121120,amazon.com,XXXOPOLY - ADULT BOARD GAMES N/A,1,99,4.16318E+11,21:59:17,0,9
5,1,1,69.95,1,0,4.04667E+18,69.95,97185656,11216,1,35,20121005,amazon.com,SEWELL WIRELESS PC TO TV CONVERTER N/A,2,99,4.67421E+11,0:07:14,0,8
