Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,4,2,7.95,1,1,4.04667E+18,179.72,17644491,68124,1,11,20120404,amazon.com,STARGATE SG-1 SUNRISE SG1-17 N/A,1,99,7.91281E+13,20:26:05,0,8
5,3,3,1.22,1,1,4.04667E+18,11.21,66038425,36083,1,11,20120721,amazon.com,"HYBRID CASE COMPATIBLE WITH APPLEAR IPHONEAR 4 / 4S, GREEN TPU / BLACK HARD N/A",2,99,9.97535E+13,2:25:15,0,4
1,1,2,16.68,1,0,4.04667E+18,39.53,71696240,57701,1,11,20120115,amazon.com,6 KIRBY STYLE F VACUUM BAGS FOR 2009 SENTRIA MODELS N/A,1,99,7.21574E+13,21:53:24,0,1
3,5,2,3.99,1,1,4.04667E+18,8.47,72833745,46750,1,11,20120518,amazon.com,SUNRISE POINT (VIRGIN RIVER) ROBYN CARR  KINDLE STORE N/A,1,99,7.61872E+13,19:21:31,0,7
6,5,3,14.99,1,1,4.04667E+18,48.65,76678726,33328,1,11,20120825,amazon.com,"PREMIUM HARD SHELL CAMERA CASE FOR CANON POWERSHOT SX150 IS , SX130 IS , SX260 HS / FUJIFILM FINEPIX F660EXR , F750EXR , F770EXR , F800EXR AND MANY MORE COMPACT DIGITAL CAMERAS! ** INCLUDES MINIATURE N/A",1,99,1.06294E+14,22:56:05,0,6
6,3,2,97.25,1,0,4.04667E+18,112.15,78533371,65809,5,11,20120327,amazon.com,A M LEONARD ARBORRAIN HYDRATOR FOR TREES AND PLANTS / 20 GALLON N/A,1,99,7.7101E+13,17:57:57,0,10
1,1,3,24.9,1,0,4.04667E+18,29.38,81046364,37101,1,11,20120330,amazon.com,"400W WATT HPS GROW LIGHT BULB HIGH PRESSURE SODIUM PATIO, LAWN & GARDEN N/A",1,99,7.76531E+13,20:12:55,0,4
1,5,2,19.2,1,1,4.04667E+18,71.53,86125324,44240,1,11,20121130,amazon.com,SLEEPING BABY IN ANGEL WINGS N/A,1,99,1.60204E+11,22:49:43,0,1
1,2,2,9.99,1,1,4.04667E+18,79.15,88616027,46943,1,11,20120731,amazon.com,CHALLENGER N/A,1,99,1.10333E+14,18:11:45,0,6
5,1,2,13.57,1,0,4.04667E+18,18.05,91720820,53190,1,11,20121202,amazon.com,"FROM ASPARAGUS TO ZUCCHINI MADISON AREA COMMUNITY SUPPORTED AGRICULTURE COALITION, DOUG WUBBEN  BOOKS N/A",1,99,2.48548E+11,23:41:49,1,10
1,5,1,48,1,1,4.04667E+18,59.2,92096525,13619,1,11,20120620,amazon.com,WONDERWASH N/A,1,99,1.0177E+14,0:21:41,0,9
5,2,4,5.57,1,1,4.04667E+18,122.47,92349197,94703,1,11,20121128,amazon.com,PRESTO 04213 ELECTRONIC DIGITAL TIMER N/A,1,99,2.62526E+11,0:00:23,0,11
7,6,3,24.84,1,1,4.04667E+18,24.84,92350480,29063,1,11,20120306,amazon.com,ASLI ARTS COCO PIG BAMBOO WINDCHIME N/A,1,99,7.72351E+13,19:05:43,0,7
7,4,2,29.99,1,0,4.04667E+18,71.28,93225825,54618,1,11,20121124,amazon.com,"WEBER 10020 SMOKEY JOE SILVER CHARCOAL GRILL, BLACK N/A",1,99,2.66769E+11,0:01:37,0,6
6,2,1,4.9,1,0,4.04667E+18,9.38,93545846,13039,1,11,20120611,amazon.com,ROSE GARDEN SUSANNA KEARSLEY  KINDLE STORE N/A,1,99,1.03252E+14,21:02:19,0,9
5,3,3,11.97,1,1,4.04667E+18,18.92,93606379,27569,1,11,20120813,amazon.com,RED APEX HARD HYBRID GEL CASE COVER FOR SAMSUNG BRIGHTSIDE U380 N/A,5,99,1.11994E+14,16:29:38,0,3
6,2,2,7.25,1,1,4.04667E+18,43.34,94121676,60068,1,11,20121208,amazon.com,NFL CHICAGO BEARS STOP SIGN N/A,1,99,2.76892E+11,17:10:12,0,9
7,5,4,161.09,1,1,4.04667E+18,161.09,94126096,97225,1,11,20120509,amazon.com,DOGTRA IQ - YARD TRAINING COLLAR N/A,1,99,7.86684E+13,19:22:49,0,4
7,2,4,23.49,1,0,4.04667E+18,216.88,94361109,83702,1,11,20121127,amazon.com,NCAA NOTRE DAME FIGHTING IRISH MAN CAVE FLAG WITH 4 GROMMETS (3 X 5-FEET) N/A,1,99,3.18583E+11,19:28:43,0,8
1,2,4,119.95,1,1,4.04667E+18,119.95,94362817,85008,1,11,20120302,amazon.com,LITTLE PLAYZONE WITH LIGHTS & SOUNDS PLAY YARD N/A,3,99,7.61943E+13,0:01:01,1,9
