Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
6,4,3,88.33,1,1,4.04667E+18,199.37,70427834,77388,1,14,20120813,amazon.com,STEEL STRUCTURES DESIGN ASD/LRFD N/A,3,99,1.11663E+14,1:33:19,0,11
7,4,1,6.77,1,1,4.04667E+18,6.77,70630306,7747,1,14,20120601,amazon.com,SHORELINE MARINE PUMP LOWER UNIT FILL N/A,1,99,9.80984E+13,1:31:30,0,8
1,1,2,43.06,1,0,4.04667E+18,49.23,71696240,57701,1,14,20120221,amazon.com,TOW READY 118397 T-ONE CONNECTOR ASSEMBLY WITH CIRCUIT PROTECTED CONVERTER N/A,1,99,7.32069E+13,3:39:50,0,1
3,5,2,9.95,1,1,4.04667E+18,16.9,72833745,46750,1,14,20121001,amazon.com,FAMILY LOVE QUOTE VINYL WALL DECAL STICKER ART-WORDS/LETTERING HOME DACCOR N/A,1,99,67485897266,0:56:24,0,7
3,6,2,12.99,1,1,4.04667E+18,84.76,75184135,46534,1,14,20120111,amazon.com,AMERICA SPORTS CHEVY TRUCK PARKING SIGNS SIGN N/A,1,99,7.27058E+13,21:14:11,0,9
7,2,3,3.92,1,1,4.04667E+18,9.03,76463393,78374,4,14,20121206,amazon.com,TWO CONDUCTOR SPEAKER WIRE SPRING TERMINAL N/A,1,99,58678383220,4:56:18,0,10
4,5,1,2.99,1,1,4.04667E+18,20.47,82082738,11434,1,14,20120901,amazon.com,EMPIRE 5 PACK OF PREMIUM CRYSTAL CLEAR SCREEN PROTECTORS FOR APPLE IPOD TOUCH 4 4TH GEN [EMPIRE PACKAGING] N/A,2,99,1.40259E+11,3:10:44,0,9
3,2,4,4.99,1,0,4.04667E+18,9.47,82481031,92647,1,14,20120729,amazon.com,"BREAKING THRU THE FIBRO FOG SCIENTIFIC PROOF FIBROMYALGIA IS REAL DR. KEVIN P. WHITE, DR. I JON RUSSELL  KINDLE STORE N/A",1,99,1.0034E+14,3:15:22,0,11
6,1,4,95.99,1,0,4.04667E+18,275.39,83424953,90503,1,14,20120306,amazon.com,15 INCH MACBOOK PRO UNIBODY DISPLAY LCD SCREEN 579 N/A,1,99,7.69194E+13,21:49:07,0,8
2,5,4,4.9,1,1,4.04667E+18,9.94,83546968,92868,1,14,20120323,amazon.com,KUBATON 4 IN. BLACK KEYCHAIN WITH CONCEALED KNIFE N/A,3,99,7.47981E+13,6:26:46,0,1
7,3,2,72.84,1,1,4.04667E+18,131.98,83750372,62918,12,14,20120529,amazon.com,"FOX RUN PLATE STAND, WOOD, 10-INCH N/A",1,99,7.92498E+13,16:04:35,0,8
2,5,3,24.99,1,1,4.04667E+18,35.97,84442005,77707,1,14,20120124,amazon.com,HID XENON- KRYPTON 9006 BLUE HIGH WATTAGE HEADLIGHT BULBS N/A,5,99,7.34202E+13,23:17:11,1,6
