Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,2,3,1.96,1,0,4.04667E+18,42.96,66740626,75766,1,20,20120914,amazon.com,CLEAR WATER PEARLS N/A,1,99,33096864289,16:51:28,0,8
1,1,2,0.89,1,0,4.04667E+18,4.88,71696240,57701,1,20,20121109,amazon.com,BLISS N/A,1,99,45383160409,23:12:56,0,1
1,1,2,16.68,1,0,4.04667E+18,39.53,71696240,57701,1,20,20120115,amazon.com,KIRBY PART#204808 - GENUINE KIRBY STYLE F HEPA FILTRATION VACUUM BAGS FOR SENTRIA MODELS - 6/PACKAGE N/A,1,99,7.21574E+13,21:53:24,0,1
7,3,2,23.76,1,1,4.04667E+18,99.13,75448319,60190,1,20,20120412,amazon.com,"SWIFFER SWEEPER PROFESSIONAL X-LARGE DRY SWEEPING CLOTHS, MOP AND BROOM FLOOR CLEANER REFILLS, 16-COUNT (PACK OF 3) (PACKAGING MAY VARY) N/A",1,99,8.07665E+13,0:46:57,0,9
5,1,4,36.1,1,0,4.04667E+18,45.48,78163065,94965,2,20,20121104,amazon.com,RITELITE LPL704 BATTERY-OPERATED 12-LED UNDER-CABINET TRACK LIGHT N/A,1,99,77711086164,22:40:45,0,9
2,3,4,11.98,1,1,4.04667E+18,124.89,79999355,96818,2,20,20121115,amazon.com,"NUBY 3-D SNACK KEEPER, MONSTER N/A",3,99,97980715615,20:20:46,0,5
7,2,1,11.99,1,0,4.04667E+18,11.99,81095251,10003,1,20,20120726,amazon.com,"NUK GERBER GRADUATES LEARNING SYSTEM ANIMAL 2 PACK SPOUT LEARNING CUP, PINK/ORANGE, 10-OUNCE N/A",1,99,1.08868E+14,1:11:05,0,4
7,5,2,18.47,1,1,4.04667E+18,30.17,83375641,43015,1,20,20120911,amazon.com,BLACK LIST A THRILLER N/A,1,99,1.68837E+11,23:29:26,0,7
6,3,3,22.99,1,0,4.04667E+18,31.48,84875263,30236,1,20,20120826,amazon.com,360 DEGREE SPIN MOP & SPIN DRY BUCKET - COLOR MAY VARY N/A,1,99,1.08259E+14,23:35:54,0,11
1,1,3,19.99,1,0,4.04667E+18,26.09,85059966,25801,1,20,20120920,amazon.com,AS SEEN ON TV EAGLE EYE CLASSIC SUNGLASSES SGEGLEYCLS-6 N/A,5,99,1.90275E+11,4:20:52,0,4
