Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,2,3,54.81,1,0,4.04667E+18,54.81,66740626,75766,1,40,20120824,amazon.com,INSIGHTFUL WRITING A PROCESS RHETORIC WITH READINGS N/A,1,99,1.09931E+14,17:32:20,0,8
7,3,1,71.8,1,0,4.04667E+18,143.6,70597986,2889,2,40,20120209,amazon.com,SMEAD PRESSBOARD 4-SECTION BLUE CLASSIFICATION FOLDERS 10 COUNT (13730) N/A,1,99,7.35329E+13,21:15:31,0,10
7,3,1,24.42,1,0,4.04667E+18,375.34,70597986,2889,1,40,20120126,amazon.com,LAMINATED JUMBO WALL CALENDAR N/A,1,99,7.36873E+13,14:43:13,0,10
7,3,1,327.37,1,0,4.04667E+18,375.34,70597986,2889,1,40,20120126,amazon.com,"QUARTET REVERSIBLE BLACK MELAMINE CHALKBOARD, 4 X 6 FEET, INCLUDES ACCESSORY RAIL, HARDWOOD FRAME (WTR406-810) N/A",1,99,7.36873E+13,14:43:13,0,10
7,3,1,8.29,1,0,4.04667E+18,16.58,70597986,2889,1,40,20120312,amazon.com,"AVERY MAGNET SHEETS, 8.5 X 11 INCHES, WHITE, 5 PACK (03270) N/A",1,99,7.69108E+13,16:55:32,0,10
4,4,1,12.59,1,1,4.04667E+18,89.93,72129885,7304,1,40,20121207,amazon.com,OCEAN VIEW 2013 WALL CALENDAR N/A,1,99,42824176245,20:24:32,0,11
4,1,2,13.99,1,0,4.04667E+18,38.94,72184330,60607,1,40,20120914,amazon.com,DISPOSABLE SURGEON CAP - 100 COUNT N/A,2,99,57416487457,2:04:14,0,3
7,3,2,7.41,1,1,4.04667E+18,44.23,75448319,60190,1,40,20120728,amazon.com,"PAPER HOUSE PRODUCTIONS PHOTO REAL STICKYPIX STICKERS, 2-INCH BY 4-INCH, SNAKE N/A",1,99,9.97834E+13,17:07:45,0,9
6,3,3,8,1,1,4.04667E+18,97.65,76998978,20721,1,40,20121211,amazon.com,KIDS CLASSIC BEIGE PITH HELMET JUNGLE SAFARI BIRTHDAY PARTY-SET OF 12 N/A,1,99,74825470585,19:51:30,0,5
5,4,1,5.99,1,0,4.04667E+18,12.33,77002457,1970,1,40,20120215,amazon.com,500 PCS WHITE MIXED FLATBACK PEARL CABOCHON N/A,5,99,7.44961E+13,18:13:17,0,8
2,3,4,13.7,1,1,4.04667E+18,13.7,79999355,96818,1,40,20120210,amazon.com,"AVERY QUARTER-FOLD GREETING CARDS FOR INKJET PRINTERS, 4.25 X 5.5 INCHES, WHITE, PACK OF 20 (3266) N/A",3,99,7.29801E+13,2:57:25,0,5
6,5,1,22.99,1,1,4.04667E+18,61.96,80058490,18049,1,40,20120106,amazon.com,QQ-TECH? GREEN RED BLUE / VIOLET / PURPLE BEAM LASER POINTER COMBO 3 LASER LIGHT PENS 5MW 532NM 650NM 405NM TRIPLE COLORS ASTRONOMY POWERFUL N/A,1,99,7.06767E+13,0:01:00,0,11
7,2,1,20.1,1,0,4.04667E+18,20.1,81095251,10003,1,40,20120725,amazon.com,"FISKARS SURECUT RECYCLED TITANIUM PORTABLE PAPER TRIMMER, 12- INCH (01-005454) N/A",1,99,1.08365E+14,1:04:05,0,4
7,2,1,2.76,1,0,4.04667E+18,27.46,81095251,10003,1,40,20121119,amazon.com,"SCOTCH HEAVY DUTY SHIPPING PACKAGING TAPE, 2 INCH X 800 INCH, CLEAR N/A",1,99,1.14495E+11,1:39:21,0,4
7,2,1,3.72,1,0,4.04667E+18,3.72,81095251,10003,1,40,20120116,amazon.com,"GP COPY & PRINT PAPER, 8.5 X 11 INCHES LETTER SIZE, 92 BRIGHT WHITE, 20 LB, REAM OF 500 SHEETS (998067R) N/A",1,99,7.56507E+13,16:25:21,0,4
4,5,1,11.99,1,1,4.04667E+18,20.47,82082738,11434,1,40,20120901,amazon.com,"TEN SILICONE CASES / SKINS / COVERS FOR APPLE IPOD TOUCH 4 / 4G / 4TH GEN - BLACK, WHITE, ORANGE, PURPLE, YELLOW, GREEN, LIGHT PINK, HOT PINK, RED, BLUE - WITH THE FRIENDLY SWEDEAR PACKAGING N/A",2,99,1.40259E+11,3:10:44,0,9
7,5,4,71.24,1,1,4.04667E+18,83.31,82783018,,1,40,20120517,amazon.com,TORO 51599 ULTRA 12 AMP VARIABLE-SPEED ELECTRIC BLOWER/VACUUM WITH METAL IMPELLER N/A,1,99,7.81018E+13,18:15:43,0,4
7,3,1,13.98,1,0,4.04667E+18,77.18,83427727,2061,1,40,20121129,amazon.com,"EXPO LOW ODOR CHISEL TIP DRY ERASE MARKERS, 16 COLORED MARKERS N/A",1,99,1.3142E+11,17:49:15,0,8
7,3,1,12.89,1,0,4.04667E+18,88.24,83427727,2061,1,40,20121128,amazon.com,(12X12) RAGDOLL CATS - 2013 WALL CALENDAR N/A,1,99,1.3916E+11,22:38:57,0,8
7,3,1,13.99,1,0,4.04667E+18,88.24,83427727,2061,1,40,20121128,amazon.com,(12X12) SATURDAY EVENING POST - 2013 WALL CALENDAR N/A,1,99,1.3916E+11,22:38:57,0,8
7,3,2,19.94,1,1,4.04667E+18,131.98,83750372,62918,1,40,20120529,amazon.com,"6.5\\1 CLEAR PLASTIC EASELS OR PLATE HOLDERS - PKG OF 12 EASELS TO DISPLAY PLATES, PICTURES OR OTHER ITEMS N/A",1,99,7.92498E+13,16:04:35,0,8
7,3,2,25.95,1,1,4.04667E+18,131.98,83750372,62918,1,40,20120529,amazon.com,"9\\1 CLEAR PLASTIC EASELS OR PLATE HOLDERS - PKG OF 12 EASELS TO DISPLAY PLATES, PICTURES OR OTHER ITEMS N/A",1,99,7.92498E+13,16:04:35,0,8
6,4,4,8.99,1,1,4.04667E+18,19.03,84552619,92301,1,40,20120924,amazon.com,"ELAGO STYLUS RETRACTABLE (PASTEL BLUE) FOR IPHONE4 / 3GS / 3G, IPAD, IPOD TOUCH, GALAXY S AND GALAXY TAB N/A",1,99,1.74703E+11,23:41:58,0,7
6,4,4,9.99,1,1,4.04667E+18,27.08,84552619,92301,1,40,20120527,amazon.com,"ELAGO STYLUS RETRACTABLE (PASTEL PINK) FOR IPHONE4 / 3GS / 3G, IPAD, IPOD TOUCH, GALAXY S AND GALAXY TAB N/A",1,99,7.27806E+13,3:54:31,0,7
4,3,1,12.97,1,1,4.04667E+18,62.1,84774467,15102,1,40,20121109,amazon.com,"NEUTROGENA MICRODERMABRASION SYSTEM PUFF REFILLS, 24 COUNT N/A",1,99,1.47352E+11,13:52:10,0,3
4,3,1,7.27,1,1,4.04667E+18,15.52,84774467,15102,1,40,20121114,amazon.com,"KAISERCRAFT PAPER TAGS AND SHAPES, 24 PER PACKAGE, WHITE N/A",1,99,1.52352E+11,15:09:44,0,3
7,3,3,3.35,1,0,4.04667E+18,56.33,85049938,78731,1,40,20120706,amazon.com,"SHARK MICRO-FIBER STEAM MOP PADS, 2 PACK, XT3101 N/A",1,99,1.03051E+14,13:48:43,0,5
5,2,4,159,1,0,4.04667E+18,185.82,85055984,98466,1,40,20120604,amazon.com,"WEBER 758001 22.5-INCH ONE-TOUCH GOLD CHARCOAL GRILL, BLUE N/A",1,99,1.02119E+14,3:33:40,0,11
7,5,3,38,1,1,4.04667E+18,44.82,85236256,20037,1,40,20120703,amazon.com,"FINGERPRINT CARDS, APPLICANT FD-258 (250PK) N/A",1,99,1.05187E+14,18:32:17,0,9
4,2,1,62,1,0,4.04667E+18,66.48,85239078,4348,1,40,20121212,amazon.com,ARTISAN LIGHTED MAGNIFYING DAYLIGHT DESK LAMP W/CLAMP OFFICE PRODUCTS N/A,1,99,1.4964E+11,19:21:37,0,11
