Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
6,2,3,0.01,1,0,4.04667E+18,7,13544187,34110,1,1,20120925,amazon.com,"NEW YORK TO DALLAS (IN DEATH, NO. 33) N/A",1,99,2206929452,14:52:04,0,11
6,2,3,42.12,1,0,4.04667E+18,42.12,13544187,34110,1,1,20120609,amazon.com,KEYS-U-SEE YELLOW AND BLACK LARGE LETTERS / PRINT COMPUTER KEYBOARD WITH USB PLUG AND CHORD OVERSIZED BLACK LETTERS ON YELLOW BACKGROUND FOR WEAK VISION AND LOW DIM LIGHT N/A,1,99,9.55896E+13,14:53:19,0,11
3,5,2,12.99,1,0,4.04667E+18,43.17,54590783,44132,1,1,20120323,amazon.com,HEMALAYAA BEAUTIFUL BELLY N/A,2,99,7.45378E+13,11:37:31,0,6
2,1,4,29.96,1,0,4.04667E+18,64.77,61938846,92056,1,1,20120702,amazon.com,16PC MINERAL MAKEUP KIT (DARK SHADE) WITH SILK PRIMER AND 7 PIECE BRUSH SET W/CASE WOW HER ! N/A,1,99,1.04475E+14,19:07:48,0,11
2,1,4,2.42,1,0,4.04667E+18,64.77,61938846,92056,1,1,20120702,amazon.com,1.5M 2-SLOT TO STANDARD OUTLET CORD N/A,1,99,1.04475E+14,19:07:48,0,11
7,2,1,84,1,0,4.04667E+18,84,63980894,1543,1,1,20121231,amazon.com,"RARE EDITIONS GIRLS 7-16 FLOWER SOUTACH DRESS, RED, 14 N/A",1,99,17238725261,1:49:28,0,6
5,2,1,14.85,1,0,4.04667E+18,22.8,65407245,18504,1,1,20120708,amazon.com,ELEGANT OEM VG BRAND (GREEN) ARMBAND WITH SWEAT RESISTANT LINING FOR HTC REZOUND SMART PHONE + LIVE * LAUGH * LOVE VANGODDY WRIST BAND!!! N/A,1,99,9.76028E+13,13:04:33,0,7
5,3,1,16.31,0,1,4.04667E+18,24.29,65517106,3038,1,1,20120828,amazon.com,MASTERPIECE THEATRE JANE EYRE N/A,1,99,1.14935E+14,17:01:52,0,5
5,3,1,24,0,1,4.04667E+18,145.34,65517106,3038,1,1,20121018,amazon.com,DISNEY THREE PRINCESSES PINK PLUSH ROBE FOR GIRLS (6/6X) N/A,1,99,25298604611,16:05:31,0,5
5,3,1,17.99,0,1,4.04667E+18,109.95,65517106,3038,1,1,20121012,amazon.com,"SUPERMAN COSTUME YOUNG BOYS PAJAMAS SET SIZE 10, RED N/A",1,99,29624767037,14:57:00,0,5
5,3,1,16.64,0,1,4.04667E+18,24.62,65517106,3038,1,1,20120904,amazon.com,MASTERPIECE THEATRE JANE EYRE N/A,1,99,30353789463,12:57:54,0,5
1,4,3,2.99,1,1,4.04667E+18,5.94,66599305,71112,1,1,20121227,amazon.com,NEW FULL DIAMOND SILVER BLACK ZEBRA DIAMANTE PROTECTOR CASE CASE COVER ACCESSORY FOR APPLE IPOD TOUCH 4TH GENERATION 4G 4 N/A,5,99,26247238281,2:44:42,1,3
4,2,3,7,1,0,4.04667E+18,27.95,66740626,75766,1,1,20120906,amazon.com,"PLUS SIZE ELASTIC WAIST WICKING PANTS (BLUE SEA,BIG - 4XL) N/A",1,99,35222589977,3:51:55,0,8
4,2,3,14,1,0,4.04667E+18,27.95,66740626,75766,2,1,20120906,amazon.com,"PLUS SIZE ELASTIC WAIST WICKING PANTS (STONE GREY,BIG - 4XL) N/A",1,99,35222589977,3:51:55,0,8
5,5,4,12.99,1,1,4.04667E+18,17.47,67511189,92019,1,1,20120523,amazon.com,"11TH HOUR (WOMEN'S MURDER CLUB) JAMES PATTERSON, MAXINE PAETRO  KINDLE STORE N/A",1,99,7.90596E+13,18:12:30,0,5
2,1,3,7.68,1,0,4.04667E+18,36.33,68069724,40403,1,1,20120316,amazon.com,RITEAV - CAT5E NETWORK ETHERNET CABLE - BLUE - 100 FT. [OFFICE PRODUCT] N/A,1,99,7.62324E+13,0:47:14,0,4
4,1,2,7.99,1,0,4.04667E+18,37.94,70223136,62626,1,1,20120417,amazon.com,THE HUNDRED DRESSES N/A,5,99,8.02303E+13,15:05:21,0,8
7,4,1,10.95,1,1,4.04667E+18,57.21,70630306,7747,1,1,20120506,amazon.com,THE GRACE CARD N/A,1,99,7.68865E+13,0:00:10,0,8
1,1,2,0.82,1,0,4.04667E+18,15.47,71696240,57701,1,1,20120814,amazon.com,FORBIDDEN HEAT N/A,1,99,1.1169E+14,4:31:22,0,1
1,1,2,1.43,1,0,4.04667E+18,15.03,71696240,57701,1,1,20120829,amazon.com,MERC AND HER MEN N/A,1,99,1.15892E+14,5:31:18,0,1
1,1,2,1.93,1,0,4.04667E+18,5.92,71696240,57701,1,1,20120925,amazon.com,LACED WITH DESIRE N/A,1,99,55815967276,4:21:18,0,1
3,5,2,2.51,1,1,4.04667E+18,6.99,72833745,46750,1,1,20120518,amazon.com,ALMOST SUMMER (FOOL'S GOLD) SUSAN MALLERY  KINDLE STORE N/A,1,99,7.61872E+13,19:21:31,0,7
2,3,3,5.43,1,1,4.04667E+18,42.86,73787054,31622,1,1,20120222,amazon.com,THE EXPRESS N/A,1,99,7.45613E+13,5:28:58,0,11
4,1,1,29.16,1,0,4.04667E+18,34.14,74014716,8807,1,1,20120724,amazon.com,"BOBI WOMEN'S DOLMAN BUTTON FRONT POCKET BLOUSE, BLACK, LARGE N/A",1,99,1.09495E+14,2:34:37,0,7
3,5,2,69,1,1,4.04667E+18,159.8,74173445,45640,1,1,20120204,amazon.com,"NFL JERSEYS DENVER BRONCOS 15 TIM TEBOW BLUE AUTHENTIC FOOTBALL JERSEY SIZE 48-56 (PLEASE SELECT THE SIZE WHEN YOU ORDER, CAN DO DROP SHIPPING) N/A",1,99,7.27945E+13,3:20:45,0,3
6,1,3,98.95,1,0,4.04667E+18,98.95,75110781,40245,1,1,20120723,amazon.com,"PEARL IZUMI WOMEN'S SELECT TRI SUIT, MEDIUM, BLACK/PINK PUNCH N/A",1,99,1.09315E+14,15:36:08,0,8
3,2,3,11.99,1,1,4.04667E+18,82.62,75879298,21060,1,1,20120121,amazon.com,"EDDIE BAUER CLASSIC FIT EXPEDITION GRAPHIC THERMAL CREW, YELLOW/GOLD M TALL N/A",2,99,7.22172E+13,0:39:05,0,5
5,4,3,10.29,1,0,4.04667E+18,36.12,76997933,20770,1,1,20120806,amazon.com,JANE EYRE N/A,2,99,1.10924E+14,0:53:35,0,7
6,3,3,18.15,1,1,4.04667E+18,22.14,76998978,20721,1,1,20121010,amazon.com,"LAMAZE BABY-GIRLS NEWBORN 3 PACK FLORAL INTERLOCK BIB, PINK/ORANGE, ONE SIZE N/A",1,99,86259405371,15:10:23,0,5
