Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,4,2,16.8,1,1,4.04667E+18,52.96,17644491,68124,1,23,20120822,amazon.com,MATLOCK - THE SECOND SEASON N/A,1,99,1.11476E+14,19:43:02,0,8
4,4,2,28.18,1,1,4.04667E+18,52.96,17644491,68124,1,23,20120822,amazon.com,MATLOCK THE THIRD SEASON N/A,1,99,1.11476E+14,19:43:02,0,8
4,4,2,8.99,1,1,4.04667E+18,13.47,17644491,68124,1,23,20121110,amazon.com,A TIME TO HATE (STAR TREK (UNNUMBERED PAPERBACK)) ROBERT GREENBERGER  KINDLE STORE N/A,1,99,5615325786,0:44:02,0,8
4,4,2,12.99,1,1,4.04667E+18,12.99,17644491,68124,1,23,20120918,amazon.com,MEMOREX SLIM DVD VIDEO STORAGE CASES - 25 PACK - CLEAR N/A,1,99,5675094565,0:15:45,0,8
4,4,2,9.03,1,1,4.04667E+18,27.44,17644491,68124,1,23,20120204,amazon.com,STAR TREK DEEP SPACE NINE THE BIG GAME (STAR TREK - DEEP SPACE NINE SERIES) N/A,1,99,7.26639E+13,1:30:52,0,8
4,4,2,4.03,1,1,4.04667E+18,27.44,17644491,68124,1,23,20120204,amazon.com,BETRAYAL (STAR TREK - DEEP SPACE NINE SERIES) N/A,1,99,7.26639E+13,1:30:52,0,8
4,4,2,3.97,1,1,4.04667E+18,59.64,17644491,68124,1,23,20120506,amazon.com,A MARRIAGE TO REMEMBER (SILHOUETTE INTIMATE MOMENTS #795) N/A,1,99,7.68242E+13,22:43:28,0,8
4,4,2,27.99,1,1,4.04667E+18,142.98,17644491,68124,1,23,20120401,amazon.com,SCARECROW AND MRS. KING THE COMPLETE THIRD SEASON N/A,1,99,7.71058E+13,0:22:27,0,8
4,4,2,3.49,1,1,4.04667E+18,142.98,17644491,68124,1,23,20120401,amazon.com,DRAGONSLAYER (AMERICAN HEROES) (SILHOUETTE INTIMATE MOMENTS) N/A,1,99,7.71058E+13,0:22:27,0,8
4,4,2,3.92,1,1,4.04667E+18,142.98,17644491,68124,1,23,20120401,amazon.com,THE HORSEMAN'S SON (HARLEQUIN INTRIGUE) N/A,1,99,7.71058E+13,0:22:27,0,8
