Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,4,2,28.95,1,1,4.04667E+18,32.94,17644491,68124,1,15,20121015,amazon.com,OZERI 4X3RAZOR DIGITAL POCKET 3D PEDOMETER WITH BOSCH TRI-AXIS TECHNOLOGY FROM GERMANY N/A,1,99,5865411136,0:22:57,0,8
5,5,4,9.49,1,1,4.04667E+18,20.47,67511189,92019,1,15,20120914,amazon.com,IMITATION SHEEPSKIN PADDED BICYCLE SEAT COVER N/A,1,99,34255737377,2:34:14,0,5
7,3,1,12.86,1,0,4.04667E+18,98.9,70597986,2889,1,15,20120124,amazon.com,SPALDING WNBA GAME BALL OUTDOOR BASKETBALL N/A,1,99,7.31217E+13,13:10:12,0,10
4,4,3,47.96,1,1,4.04667E+18,71.94,71981945,21625,1,15,20121209,amazon.com,"INFINITY REFERENCE 6032SI 6.5-INCH, SHALLOW MOUNT HIGH PERFORMANCE 180-WATT TWO-WAY LOUDSPEAKER (PAIR) N/A",1,99,39410012791,23:16:53,0,7
5,2,2,16.99,1,1,4.04667E+18,16.99,73211367,49442,1,15,20121107,amazon.com,TWEEZERMAN CORN/CALLUS REPALCEMENT BLADES 100 BLADES N/A,1,99,59709264471,12:29:52,0,1
3,5,3,29.99,1,1,4.04667E+18,50.89,74950291,30052,1,15,20120818,amazon.com,WELL P-90 LASER RED DOT AIRSOFT ELECTRIC N/A,1,99,1.0157E+14,3:31:58,0,7
3,5,3,3.29,1,1,4.04667E+18,34.67,75885956,42728,1,15,20120321,amazon.com,HUAWEI PILLAR M615 / PINNACLE M635 DIAMOND CRYSTAL BLING PROTECTOR CASE - PINK N/A,1,99,7.7474E+13,0:52:45,1,1
6,3,3,3,1,1,4.04667E+18,97.65,76998978,20721,1,15,20121211,amazon.com,TOY PLASTIC BLACK BINOCULARS N/A,1,99,74825470585,19:51:30,0,5
6,3,3,19.99,1,1,4.04667E+18,97.65,76998978,20721,1,15,20121211,amazon.com,BINOCULARS (1 DOZEN) - BULK N/A,1,99,74825470585,19:51:30,0,5
5,1,4,34.96,1,0,4.04667E+18,40.54,78163065,94965,1,15,20121125,amazon.com,ALLEN DELUXE 2-BIKE TRUNK MOUNT RACK N/A,1,99,77606490729,0:46:59,0,9
2,3,4,22.97,1,1,4.04667E+18,29.26,79999355,96818,1,15,20120303,amazon.com,RAZOR A KICK SCOOTER (BLUE) N/A,3,99,7.5841E+13,18:59:10,0,5
3,2,4,30.4,1,1,4.04667E+18,44.29,80939993,80233,10,15,20120913,amazon.com,SEQUIN GLOVE N/A,1,99,1.34385E+11,14:30:11,0,9
3,1,2,24.95,1,0,4.04667E+18,37.94,82428554,55121,1,15,20121231,amazon.com,AIR FORCE N/A,1,99,87919301261,3:46:55,0,11
5,1,4,12.47,1,0,4.04667E+18,44.45,83363590,94952,1,15,20120416,amazon.com,FOOTBALL DRINKING HELMET N/A,1,99,7.99415E+13,20:37:50,0,6
