Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
4,2,3,13.9,1,0,4.04667E+18,17.89,66740626,75766,1,55,20121008,amazon.com,"OFFRAY SINGLE FACE SATIN CRAFT RIBBON, 1-1/2-INCH BY 50-YARD SPOOL, REGAL PURPLE N/A",1,99,31868457529,3:59:21,0,8
7,3,1,5.4,1,0,4.04667E+18,375.34,70597986,2889,2,55,20120126,amazon.com,CRAYOLA NON-TOXIC ANTI-DUST WHITE CHALK. (ONE BOX) N/A,1,99,7.36873E+13,14:43:13,0,10
7,4,1,10.1,1,1,4.04667E+18,57.21,70630306,7747,1,55,20120506,amazon.com,WHAT IF N/A,1,99,7.68865E+13,0:00:10,0,8
1,1,2,0.01,1,0,4.04667E+18,15.03,71696240,57701,1,55,20120829,amazon.com,SHOW AND TELL (THE FORTUNE HUNTER BOOKS) N/A,1,99,1.15892E+14,5:31:18,0,1
1,1,2,8.88,1,0,4.04667E+18,13.11,74015885,60030,1,55,20121118,amazon.com,WINTER SNOWMAN SNOW MAN KNIT CAP SCARF TRINKET BOX PHB N/A,1,99,52434899554,0:56:46,0,10
5,1,1,13.74,1,0,4.04667E+18,19.32,74608812,14747,1,55,20121207,amazon.com,CRA-Z-ART SPIRAL ART (12422) N/A,1,99,58442125941,18:43:23,0,10
6,3,2,14.76,1,0,4.04667E+18,61.82,78533371,65809,1,55,20120427,amazon.com,MELISSA & DOUG BIRTHDAY PARTY CAKE N/A,1,99,7.66253E+13,16:19:00,0,10
7,4,1,18.38,1,1,4.04667E+18,24.41,79880794,4416,2,55,20120501,amazon.com,SKIP STITCH ROTARY CUTTER BLADE- N/A,1,99,7.78292E+13,11:10:53,0,7
2,3,4,38.95,1,1,4.04667E+18,77.9,79999355,96818,1,55,20120917,amazon.com,"THE 12\\1 GREEN EARTH WOK BY OZERI, WITH SMOOTH CERAMIC NON-STICK COATING (100% PTFE AND PFOA FREE) N/A",3,99,1.19431E+11,20:12:36,0,5
2,3,4,6.4,1,1,4.04667E+18,15.37,79999355,96818,1,55,20120212,amazon.com,DISNEY TANGLED RAPUNZEL BIRTHDAY PARTY BALLOONS DECORATIONS SUPPLIES N/A,3,99,7.49084E+13,1:28:32,0,5
3,2,4,7.98,1,1,4.04667E+18,19.38,80939993,80233,2,55,20121102,amazon.com,MUSIC NOTE - INCENTIVE STICKERS N/A,1,99,1.00223E+11,15:58:29,0,9
7,2,1,6.47,1,0,4.04667E+18,12.92,81095251,10003,1,55,20121202,amazon.com,MELISSA & DOUG JUMBO TRIANGULAR CRAYONS N/A,1,99,1.03335E+11,16:43:59,0,4
7,2,1,6.45,1,0,4.04667E+18,12.92,81095251,10003,1,55,20121202,amazon.com,MELISSA & DOUG JUMBO COLORING PAD - ANIMALS N/A,1,99,1.03335E+11,16:43:59,0,4
7,2,1,29.95,1,0,4.04667E+18,38.4,81095251,10003,1,55,20120508,amazon.com,FREEDOM DIVIDED PLATE WITH SUCTION PAD BASE N/A,1,99,7.98146E+13,3:53:26,0,4
5,4,3,1.49,1,1,4.04667E+18,35.19,81842972,75189,1,55,20121126,amazon.com,144PC RHINESTONES ROUND 7MM - 34SS FLATBACK EMERALD GREEN EGR N/A,1,99,1.25784E+11,18:56:26,0,4
5,4,3,1.49,1,1,4.04667E+18,35.19,81842972,75189,1,55,20121126,amazon.com,144PC RHINESTONES ROUND 7MM - 34SS FLATBACK AQUA BLUE AQA N/A,1,99,1.25784E+11,18:56:26,0,4
5,4,3,1.49,1,1,4.04667E+18,35.19,81842972,75189,1,55,20121126,amazon.com,144PC RHINESTONES ROUND 7MM - 34SS FLATBACK RUBY RED RED N/A,1,99,1.25784E+11,18:56:26,0,4
5,4,3,1.49,1,1,4.04667E+18,35.19,81842972,75189,1,55,20121126,amazon.com,144PC RHINESTONES ROUND 7MM - 34SS FLATBACK HOT PINK OR ROSE HPK N/A,1,99,1.25784E+11,18:56:26,0,4
5,4,3,1.49,1,1,4.04667E+18,35.19,81842972,75189,1,55,20121126,amazon.com,144PC RHINESTONES ROUND 7MM - 34SS FLATBACK ORANGE N/A,1,99,1.25784E+11,18:56:26,0,4
4,4,2,2.96,1,1,4.04667E+18,29.03,83180497,46409,1,55,20120808,amazon.com,KONAD NAIL ART STAMPER AND SCRAPER N/A,5,99,1.09595E+14,18:57:03,0,9
7,3,1,36,1,0,4.04667E+18,43.35,83427727,2061,1,55,20120605,amazon.com,"GLUGGLE JUG PASTEL BLUE JUG, EXTRA LARGE, 10-INCH N/A",1,99,1.03121E+14,1:25:41,0,8
4,1,3,8.99,1,0,4.04667E+18,241.89,84328357,77521,1,55,20121231,amazon.com,RAINBOW SIX N/A,1,99,1.04956E+11,20:33:47,0,2
5,5,4,0.99,1,1,4.04667E+18,5.47,85380662,98058,1,55,20120805,amazon.com,WHEN FIRST THEY MET (SHORT STORY) DEBBIE MACOMBER  KINDLE STORE N/A,1,99,1.01209E+14,3:20:48,0,9
5,5,4,6.15,1,1,4.04667E+18,10.63,85380662,98058,1,55,20121127,amazon.com,ACCIDENTALLY YOURS SUSAN MALLERY  KINDLE STORE N/A,1,99,1.58264E+11,3:46:50,0,9
5,3,3,32.99,1,1,4.04667E+18,60.98,86076799,72714,1,55,20120928,amazon.com,GUIDE GEAR TREE STAND N/A,1,99,1.89561E+11,19:03:14,0,3
1,5,2,11.99,1,1,4.04667E+18,71.53,86125324,44240,1,55,20121130,amazon.com,SOUTHWEST ADOBE POTTERY TEALIGHT CANDLE HOLDERS BY COLLECTIONS ETC N/A,1,99,1.60204E+11,22:49:43,0,1
6,3,4,3.12,1,1,4.04667E+18,68.34,86710031,92128,1,55,20120205,amazon.com,SE 30X ILLUMINATED JEWELERS LOUPE N/A,1,99,7.31086E+13,2:26:20,0,5
6,4,1,21.98,1,1,4.04667E+18,41.93,86944291,6812,1,55,20121020,amazon.com,LARGE WOLF MASK N/A,1,99,1.82177E+11,1:45:07,0,8
1,2,4,27.99,1,1,4.04667E+18,36.94,87396356,99131,1,55,20120920,amazon.com,"COBRA KARATE UNIFORM BLACK 8OZ MEDIUM WEIGHT,5 N/A",1,99,2.2915E+11,22:03:07,1,10
6,4,4,19.67,1,0,4.04667E+18,283.93,88308193,92117,1,55,20121212,amazon.com,UMBRA PORTOCHEF LOOSE-LEAF RECIPE EASEL N/A,1,99,1.89356E+11,1:12:23,0,7
1,1,3,5.99,1,0,4.04667E+18,14.23,88493573,28733,1,55,20120305,amazon.com,BLACK RAINBOW ZEBRA RUBBER COATING HARD CASE FACEPLATE FOR PANTECH CAPER TXT8035 /VERIZON N/A,1,99,7.67996E+13,16:27:24,0,1
1,2,2,10.57,1,1,4.04667E+18,79.15,88616027,46943,1,55,20120731,amazon.com,BLACK CROWN N/A,1,99,1.10333E+14,18:11:45,0,6
6,2,1,2.7,1,0,4.04667E+18,18.8,88626736,10466,1,55,20120116,amazon.com,BLACK RUBBERIZED COATING HARD PLASTIC CASE COVER FOR HTC MYTOUCH 4G SLIDE (T-MOBILE) N/A,2,99,7.5916E+13,21:24:08,0,10
4,1,4,12.03,1,0,4.04667E+18,20.58,88704792,93402,1,55,20120716,amazon.com,THIS I KNOW NOTES ON UNRAVELING THE HEART N/A,1,99,1.10507E+14,21:00:59,0,5
6,3,2,12.95,1,1,4.04667E+18,63.08,89565367,68122,1,55,20121003,amazon.com,WEAVING A NAVAJO BLANKET N/A,1,99,2.45006E+11,0:55:34,0,9
6,3,2,16.12,1,1,4.04667E+18,63.08,89565367,68122,1,55,20121003,amazon.com,NAVAJO WEAVING WAY N/A,1,99,2.45006E+11,0:55:34,0,9
6,3,2,7.01,1,1,4.04667E+18,54.47,89565367,68122,1,55,20120617,amazon.com,A FINE FLEECE KNITTING WITH HANDSPUN YARNS N/A,1,99,9.52751E+13,13:58:53,0,9
5,5,1,2.74,1,1,4.04667E+18,663.24,90452445,3109,1,55,20121216,amazon.com,15PCS NAIL ART PAINTING PEN BRUSH N/A,1,99,2.10449E+11,19:53:21,0,7
6,2,2,4.99,1,0,4.04667E+18,102.14,90468313,55066,1,55,20120513,amazon.com,RUSTIC LANTERN N/A,1,99,7.64133E+13,17:19:40,0,10
1,1,2,1.79,1,0,4.04667E+18,9.69,91053701,60649,1,55,20120813,amazon.com,HOUSE PARTY 2 N/A,2,99,1.11926E+14,14:49:17,0,1
3,2,4,28.51,1,1,4.04667E+18,63.5,91434741,84606,1,55,20121208,amazon.com,EDUCATIONAL INSIGHTS DESIGN AND DRILL ACTIVITY CENTER N/A,1,99,2.23426E+11,17:38:27,0,9
3,2,4,3.1,1,1,4.04667E+18,29.4,91434741,84606,1,55,20121027,amazon.com,"DARICE 9150-88 MINI COLORED CRAFT STICKS, 3-INCH N/A",1,99,2.6034E+11,16:46:56,0,9
2,4,4,17.73,1,1,4.04667E+18,33.72,91521052,96086,1,55,20120312,amazon.com,MY LITTLE PONY PINKIE PIE'S PARTY N/A,1,99,7.74015E+13,17:54:48,0,4
5,4,3,12.93,1,0,4.04667E+18,106.22,92056576,22015,1,55,20120724,amazon.com,LEATHERMAN 931014 40-BIT ASSORTMENT FOR LEATHERMAN BIT DRIVERS N/A,1,99,1.0981E+14,23:35:42,0,10
4,2,3,2.01,1,1,4.04667E+18,143.63,92105925,28314,1,55,20120222,amazon.com,HAWAIIAN FLOWERS ON GREEN RUBBERIZED HARD PLASTIC CASE COVER FOR HTC EVO 4G N/A,1,99,7.5114E+13,17:51:39,1,4
4,2,3,4,1,1,4.04667E+18,11.48,92105925,28314,1,55,20120417,amazon.com,MONSTER HIGH MINI FORTUNE SKULL FRANKIE STEIN N/A,1,99,8.07191E+13,14:20:01,1,4
