Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
3,5,2,12.73,1,0,4.04667E+18,43.17,54590783,44132,1,99,20120323,amazon.com,HEMALAYAA BOLLYWOOD BOOTY N/A,2,99,7.45378E+13,11:37:31,0,6
3,5,2,4.98,1,0,4.04667E+18,36.61,54590783,44132,1,99,20120925,amazon.com,INSATIABLE N/A,2,99,9303429676,6:54:10,0,6
3,4,3,12.23,1,1,4.04667E+18,38.69,66730574,20743,1,99,20121103,amazon.com,BLACK BOY (P.S.) N/A,2,99,25907565139,20:22:09,0,6
4,2,2,138.37,1,1,4.04667E+18,142.36,68212888,66762,1,99,20121226,amazon.com,CONTROL SYSTEMS ENGINEERING N/A,1,99,22074626696,18:50:28,0,3
7,3,2,0.04,1,0,4.04667E+18,31.96,68502690,61047,1,99,20120826,amazon.com,EMOTIONS ANONYMOUS N/A,1,99,1.0812E+14,19:38:15,0,10
7,3,1,56.73,1,0,4.04667E+18,56.73,70597986,2889,1,99,20120220,amazon.com,BROWNING MIDAS ELECTRONIC HEARING PROTECTION N/A,1,99,7.41616E+13,18:07:24,0,10
7,4,1,14.93,1,1,4.04667E+18,57.21,70630306,7747,1,99,20120506,amazon.com,THE ENCOUNTER N/A,1,99,7.68865E+13,0:00:10,0,8
1,1,2,0.02,1,0,4.04667E+18,4.01,71696240,57701,1,99,20120803,amazon.com,SIX N/A,1,99,1.09228E+14,5:46:01,0,1
1,1,2,0.92,1,0,4.04667E+18,15.47,71696240,57701,1,99,20120814,amazon.com,LEAVE ME BREATHLESS N/A,1,99,1.1169E+14,4:31:22,0,1
4,4,1,7.99,1,1,4.04667E+18,11.98,72129885,7304,1,99,20121001,amazon.com,MATE CLAIMED (SHIFTERS UNBOUND) N/A,1,99,62316679730,15:35:54,0,11
4,4,1,7.55,1,1,4.04667E+18,7.55,72129885,7304,1,99,20120402,amazon.com,AMAURY'S HELLION SCANGUARDS VAMPIRES N/A,1,99,7.88944E+13,23:06:32,0,11
4,4,1,12.45,1,1,4.04667E+18,27.98,72129885,7304,1,99,20120412,amazon.com,SLADE N/A,1,99,8.0737E+13,16:14:45,0,11
4,1,2,6.32,1,0,4.04667E+18,26.28,72184330,60607,1,99,20120228,amazon.com,BRAHMS HUNGARIAN DANCES; DVORA_K SLAVONIC DANCES (2 CDS) N/A,2,99,7.41441E+13,5:35:30,0,3
2,3,3,9.56,1,1,4.04667E+18,42.86,73787054,31622,1,99,20120222,amazon.com,STOLEN FROM MY ARMS N/A,1,99,7.45613E+13,5:28:58,0,11
3,5,2,14.95,1,1,4.04667E+18,23.78,74463812,68504,1,99,20120215,amazon.com,THE GIRLHOOD OF CLARA SCHUMANN. CLARA WIECK AND HER TIME. [FACSIMILE OF 1912 EDITION]. N/A,3,99,7.44592E+13,6:30:10,0,3
3,5,2,14.95,1,1,4.04667E+18,23.78,74463812,68504,1,99,20120215,amazon.com,THE GIRLHOOD OF CLARA SCHUMANN. CLARA WIECK AND HER TIME. [FACSIMILE OF 1912 EDITION]. N/A,3,99,7.44592E+13,6:30:10,0,3
6,2,2,32.97,1,0,4.04667E+18,132.96,75322698,68840,1,99,20121203,amazon.com,FA?VIKEN N/A,1,99,66773979761,20:35:10,0,10
6,2,2,15.95,1,0,4.04667E+18,34.93,75322698,68840,1,99,20120514,amazon.com,MOTIVATIONAL QUOTES N/A,1,99,7.91112E+13,15:18:55,0,10
7,3,2,23.99,1,1,4.04667E+18,29.19,75448319,60190,1,99,20120410,amazon.com,"EBOOST ORANGE, 20-COUNT POUCHES N/A",1,99,8.14618E+13,16:02:22,0,9
1,2,4,249.98,1,0,4.04667E+18,258.97,76959611,91786,2,99,20120516,amazon.com,NCIS SEASONS 1-8 N/A,1,99,7.84939E+13,18:23:23,0,11
1,2,4,8.99,1,0,4.04667E+18,258.97,76959611,91786,1,99,20120516,amazon.com,UNCONQUERED (UNIVERSAL CINEMA CLASSICS) N/A,1,99,7.84939E+13,18:23:23,0,11
