Household Income,Household Size,Census Region,Product Total Price,Connection Speed,Children Present,Domain ID,Basket Total,Machine Identifier,Zip Code,product Quantity,Product Category ID,Date of Activity,Domain Name,Product Name,Racial Background,Most Education -- Head of Household,Site Session ID,Time of Activity,Country of Origin,Oldest Age -- Head of Household
5,3,1,31.51,0,1,4.04667E+18,54.18,65517106,3038,1,29,20120618,amazon.com,FASHION DESIGN STUDIO N/A,1,99,1.02042E+14,16:19:49,0,5
4,2,3,101.49,1,0,4.04667E+18,101.49,66740626,75766,1,29,20120824,amazon.com,"NEW PERSPECTIVES ON MICROSOFT OFFICE 2010, FIRST COURSE (NEW PERSPECTIVES (THOMSON COURSE TECHNOLOGY)) N/A",1,99,1.09931E+14,17:32:20,0,8
5,4,3,12.99,1,0,4.04667E+18,12.99,69559311,30132,1,29,20120723,amazon.com,"NEW - TRANSCEND ALL IN1 MULTI CARD READER WITH PHOTO RECOVERY SOFTWARE (FOR CF, SD, SD - TS-RDP8K N/A",1,99,1.09276E+14,23:40:48,0,11
2,5,3,128.99,1,1,4.04667E+18,135.98,78150985,24019,1,29,20120708,amazon.com,QUICKBOOKS PRO 2012 N/A,1,99,9.76777E+13,13:59:30,0,5
3,3,2,20.99,1,1,4.04667E+18,114.43,79812326,56271,1,29,20120521,amazon.com,NEW GRE 2011-2012 PREMIER WITH CD-ROM (KAPLAN GRE) N/A,1,99,7.9599E+13,22:14:10,0,9
3,3,2,20.99,1,1,4.04667E+18,74.76,79812326,56271,1,29,20120521,amazon.com,NEW GRE 2011-2012 PREMIER WITH CD-ROM (KAPLAN GRE) N/A,1,99,7.9599E+13,22:14:10,0,9
3,2,4,6.33,1,1,4.04667E+18,19.38,80939993,80233,1,29,20121102,amazon.com,JOLEE'S BOUTIQUE MUSIC NOTES DIMENSIONAL STICKERS N/A,1,99,1.00223E+11,15:58:29,0,9
2,2,1,2.81,1,1,4.04667E+18,6.8,81854290,7305,1,29,20120224,amazon.com,"NEW PERSPECTIVES ON MICROSOFT OFFICE EXCEL 2007, COMPREHENSIVE (NEW PERSPECTIVES (THOMSON COURSE TECHNOLOGY)) N/A",5,99,7.38302E+13,6:39:52,0,3
6,3,2,20.99,1,0,4.04667E+18,58.69,85702093,45365,1,29,20121115,amazon.com,NORTON INTERNET SECURITY 2013 - 1PC N/A,1,99,1.65711E+11,18:34:26,0,8
5,4,1,82.98,1,1,4.04667E+18,86.97,90607095,10036,1,29,20120411,amazon.com,MICROSOFT OUTLOOK 2007 [OLD VERSION] N/A,3,99,8.18181E+13,0:23:19,0,10
5,1,1,0,1,0,4.04667E+18,39.99,90843267,6905,1,29,20120122,amazon.com,2GB SMARTPHONE WEB BROWSING AND EMAIL $30.00,1,99,7.2892E+13,23:04:18,0,9
1,1,4,12.39,1,0,4.04667E+18,30.37,92195559,93906,1,29,20120514,amazon.com,REPLACEMENT AUDIO CABLE W/ CONTROL TALK MIC FOR BEATS BY DR DRE SOLO STUDIO SOLOHD N/A,3,99,7.95148E+13,7:14:18,0,5
1,1,4,9.88,1,0,4.04667E+18,40.46,92195559,93906,1,29,20120514,amazon.com,REPLACEMENT AUDIO CABLE W/ CONTROL TALK MIC FOR BEATS BY DR DRE SOLO STUDIO SOLOHD N/A,3,99,7.95148E+13,7:14:18,0,5
1,1,4,49.99,1,0,4.04667E+18,64.49,92396418,90680,1,29,20121125,amazon.com,SONY MOVIE STUDIO PLATINUM SUITE 12 N/A,3,99,2.67891E+11,1:04:18,0,5
2,2,4,9.95,1,1,4.04667E+18,20.87,92528905,90620,1,29,20120729,amazon.com,"58MM MULTI-COATED 3 PIECE FILTER KIT (UV-CPL-FLD) FOR THE CANON DIGITAL EOS REBEL T4I, T3I, T3, T1I, T2I, 60D, EOS 5D MARK III DIGITAL SLR CAMERAS WHICH USE ANY OF THESE (18-55MM, 75-300MM, 50MM 1.4 , N/A",5,99,1.00565E+14,21:31:30,0,1
1,4,3,18.79,1,1,4.04667E+18,89.24,93218083,29574,1,29,20121126,amazon.com,VTECH - INNOTAB SOFTWARE - DORA THE EXPLORER N/A,2,99,2.85922E+11,15:36:23,0,5
6,2,1,54.51,1,0,4.04667E+18,104.7,93545846,13039,1,29,20120129,amazon.com,AUTODESK SKETCHBOOK PRO 2011 N/A,1,99,7.21671E+13,17:35:07,0,9
7,2,3,23.67,1,0,4.04667E+18,103.15,93721683,20176,3,29,20121027,amazon.com,MAHJONG 2012 CARD LARGE PRINT N/A,1,99,3.25612E+11,0:32:29,0,11
5,2,3,7,1,0,4.04667E+18,34.87,94076607,38655,1,29,20121003,amazon.com,PACK OF 2- HOLLAND DISHPRO SATELLITE DIPLEXER - DISH APPROVED 2 AMP VERSION N/A,1,99,3.86638E+11,0:47:44,0,11
3,2,4,7.96,1,1,4.04667E+18,4.15,94078993,95828,1,29,20120813,amazon.com,BREAKING ADDICTION A 7-STEP HANDBOOK FOR ENDING ANY ADDICTION N/A,2,99,1.12028E+14,20:18:12,0,8
6,2,1,225,1,0,4.04667E+18,233.98,94174629,8884,1,29,20120112,amazon.com,MICROSOFT VISIO PROFESSIONAL 2010 N/A,1,99,7.45362E+13,16:47:53,0,8
7,1,4,378,1,0,4.04667E+18,378,94194210,92612,1,29,20120412,amazon.com,ADOBE DREAMWEAVER CS5.5 N/A,3,99,8.13134E+13,18:46:42,0,5
5,5,3,249.99,1,1,4.04667E+18,260.97,94306622,73110,1,29,20120303,amazon.com,DELORME AE-008372-201 EARTHMATE PN-60W WITH TOPO NORTH AMERICA AND MAP PACK N/A,1,99,7.63652E+13,3:45:43,0,3
2,1,1,8.95,1,0,4.04667E+18,96.63,94842543,10037,1,29,20120502,amazon.com,ARMORSUIT MILITARYSHIELD - SCREEN PROTECTOR SHIELD FOR SAMSUNG GALAXY S2 / S II ( T-MOBILE U.S. VERSION ) WITH LIFETIME REPLACEMENTS N/A,2,99,7.89855E+13,3:09:29,0,7
7,1,3,34,1,0,4.04667E+18,38.98,94844188,31210,1,29,20120427,amazon.com,NORTON 360 6.0 EN - 1 USER/ 3PC N/A,1,99,7.70973E+13,21:10:05,0,11
